,model_id,mean_residual_deviance,rmse,mse,mae,rmsle
0,XGBoost_grid_1_AutoML_20190417_211914_model_3,118121943.36549428,10868.391940185737,118121943.36549428,4726.8982140817825,
1,XGBoost_1_AutoML_20190417_205327,118655561.4426519,10892.913358815074,118655561.4426519,4961.036578792157,
2,XGBoost_1_AutoML_20190417_211914,118890634.12717912,10903.698185807378,118890634.12717912,4922.220711286338,
3,XGBoost_1_AutoML_20190417_204446,119400647.51857251,10927.060332887913,119400647.51857251,4956.483949697334,
4,XGBoost_1_AutoML_20190417_210453,119645657.07585192,10938.265725235053,119645657.07585192,4951.189072621323,
5,XGBoost_1_AutoML_20190417_213614,119719589.20437756,10941.644721173208,119719589.20437756,4960.0341898205,
6,GBM_4_AutoML_20190417_210453,120421237.71502104,10973.661089856068,120421237.71502104,5127.5202779008005,
7,XGBoost_2_AutoML_20190417_205327,121003612.42279616,11000.164199810662,121003612.42279616,5045.343321588208,
8,GBM_3_AutoML_20190417_204446,121198991.284272,11009.041342654318,121198991.284272,5129.597490728228,
9,XGBoost_grid_1_AutoML_20190417_210453_model_4,121280962.73801309,11012.76362853635,121280962.73801309,5029.315160771801,
10,GBM_4_AutoML_20190417_205327,121402229.80152889,11018.2680037077,121402229.80152889,5142.832153456142,
11,GBM_4_AutoML_20190417_211914,121432445.52988732,11019.639083467631,121432445.52988732,5142.686855886803,
12,XGBoost_2_AutoML_20190417_204446,121486859.02302168,11022.107739585095,121486859.02302168,5037.260491959731,
13,XGBoost_grid_1_AutoML_20190417_210453_model_2,121722216.68663906,11032.779191420403,121722216.68663906,4887.967478807334,
14,GBM_4_AutoML_20190417_213614,121804619.94757688,11036.51303390599,121804619.94757688,5122.267598689411,
15,GBM_3_AutoML_20190417_210453,121936143.3291583,11042.46998316764,121936143.3291583,5169.510279341214,
16,GBM_2_AutoML_20190417_204446,121983723.3244664,11044.624182128897,121983723.3244664,5151.171069052629,
17,GBM_1_AutoML_20190417_205327,122024228.33983286,11046.457728151267,122024228.33983286,5136.0433343050845,
18,GBM_1_AutoML_20190417_210453,122240219.6078162,11056.229900278677,122240219.6078162,5124.379340224941,
19,GBM_1_AutoML_20190417_204446,122317047.7470508,11059.703782066264,122317047.7470508,5199.134704173706,
20,XGBoost_grid_1_AutoML_20190417_211914_model_1,122341741.46143459,11060.820107995363,122341741.46143459,5193.05116622618,
21,GBM_3_AutoML_20190417_205327,122430659.26305258,11064.838871987815,122430659.26305258,5169.904928613536,
22,XGBoost_2_AutoML_20190417_211914,122548069.63710453,11070.143162448467,122548069.63710453,5071.5377528516465,
23,XGBoost_grid_1_AutoML_20190417_211914_model_2,122591196.17890571,11072.090867532912,122591196.17890571,5008.800260691267,
24,GBM_4_AutoML_20190417_204446,122801460.50350341,11081.582039740691,122801460.50350341,5140.187618277063,
25,XGBoost_2_AutoML_20190417_213614,122847984.80722076,11083.681013418816,122847984.80722076,5039.777861055837,
26,GBM_grid_1_AutoML_20190417_211914_model_1,122934006.77830714,11087.560903025837,122934006.77830714,5293.848998801207,
27,GBM_1_AutoML_20190417_213614,123222930.62023228,11100.582445089642,123222930.62023228,5143.008869457782,
28,GBM_3_AutoML_20190417_213614,123404410.15672308,11108.75376253894,123404410.15672308,5214.890741880284,
29,XGBoost_2_AutoML_20190417_210453,123598734.64175124,11117.49677948014,123598734.64175124,5046.370578209725,
30,GBM_2_AutoML_20190417_211914,123711115.05629107,11122.549845080088,123711115.05629107,5170.537061111582,
31,GBM_2_AutoML_20190417_205327,123974897.18666764,11134.401519016084,123974897.18666764,5174.027256428177,
32,XGBoost_grid_1_AutoML_20190417_210453_model_5,124294495.70875312,11148.744131459522,124294495.70875312,5236.301191865043,
33,GBM_3_AutoML_20190417_211914,124363216.4692709,11151.825701169782,124363216.4692709,5179.108523072262,
